0,0.034,0.034,0.034,0.034,0
600000,0.0295,0.0295,0.0295,0.0295,0
1200000,0.0275,0.0275,0.0275,0.0275,0
1800000,0.0275,0.0275,0.0275,0.0275,0
2400000,0.0275,0.0275,0.0275,0.0275,0
3000000,0.028,0.028,0.028,0.028,0
3600000,0.025,0.025,0.025,0.025,0
4200000,0.025,0.025,0.025,0.025,0
4800000,0.022,0.022,0.022,0.022,0
5400000,0.0185,0.0185,0.0185,0.0185,0
6000000,0.016,0.016,0.016,0.016,0
6600000,0.016,0.016,0.016,0.016,0
7200000,0.018,0.018,0.018,0.018,0
7800000,0.0225,0.0225,0.0225,0.0225,0
8400000,0.0215,0.0215,0.0215,0.0215,0
9000000,0.028,0.028,0.028,0.028,0
9600000,0.0235,0.0235,0.0235,0.0235,0
10200000,0.023,0.023,0.023,0.023,0
10800000,0.021,0.021,0.021,0.021,0
11400000,0.0215,0.0215,0.0215,0.0215,0
12000000,0.0205,0.0205,0.0205,0.0205,0
12600000,0.0205,0.0205,0.0205,0.0205,0
13200000,0.0205,0.0205,0.0205,0.0205,0
13800000,0.0205,0.0205,0.0205,0.0205,0
14400000,0.0205,0.0205,0.0205,0.0205,0
15000000,0.018,0.018,0.018,0.018,0
15600000,0.018,0.018,0.018,0.018,0
16200000,0.018,0.018,0.018,0.018,0
16800000,0.018,0.018,0.018,0.018,0
17400000,0.0185,0.0185,0.0185,0.0185,0
18000000,0.018,0.018,0.018,0.018,0
18600000,0.017,0.017,0.017,0.017,0
19200000,0.0175,0.0175,0.0175,0.0175,0
19800000,0.016,0.016,0.016,0.016,0
20400000,0.0185,0.0185,0.0185,0.0185,0
21000000,0.0215,0.0215,0.0215,0.0215,0
21600000,0.0365,0.0365,0.0365,0.0365,0
22200000,0.033,0.033,0.033,0.033,0
22800000,0.0305,0.0305,0.0305,0.0305,0
23400000,0.0315,0.0315,0.0315,0.0315,0
24000000,0.026,0.026,0.026,0.026,0
24600000,0.0265,0.0265,0.0265,0.0265,0
